county_FIPS,state,county,per_capita_personal_income_2019,per_capita_personal_income_2020,per_capita_personal_income_2021,associate_degree_numbers_2016_2020,bachelor_degree_numbers_2016_2020,associate_degree_percentage_2016_2020,bachelor_degree_percentage_2015_2019
40047,OK,"Garfield, OK",43701,44850,48861,11364,9466,28.03,23.35
20203,KS,"Wichita, KS",60081,58891,59792,560,344,37.99,23.34
55045,WI,"Green, WI",52723,56263,60240,8846,6102,33.82,23.33
12065,FL,"Jefferson, FL",43672,45771,50197,2727,2565,24.81,23.33
16083,ID,"Twin Falls, ID",40339,43429,45627,20528,12814,37.35,23.31
40007,OK,"Beaver, OK",55602,56870,65668,1076,824,30.42,23.3
37139,NC,"Pasquotank, NC",39929,43165,47034,9199,6342,33.8,23.3
17129,IL,"Menard, IL",46275,50478,55848,3217,2016,37.12,23.26
05131,AR,"Sebastian, AR",43368,45505,48556,26836,19868,31.41,23.26
06065,CA,"Riverside, CA",43295,47702,51180,521489,369140,32.84,23.25
39137,OH,"Putnam, OH",49854,53906,57868,6805,5252,30.08,23.22
48195,TX,"Hansford, TX",65541,68396,77093,697,777,20.82,23.21
31145,NE,"Red Willow, NE",46784,51790,53974,2899,1678,40.1,23.21
46033,SD,"Custer, SD",53960,57307,59756,2369,1634,33.63,23.2
19033,IA,"Cerro Gordo, IA",50012,53478,56955,11112,7084,36.39,23.2
12097,FL,"Osceola, FL",36498,39421,43354,80818,55852,33.57,23.2
20147,KS,"Phillips, KS",54479,59484,64720,1326,869,35.38,23.19
17049,IL,"Effingham, IL",50578,55724,61218,8468,5453,36.02,23.19
55043,WI,"Grant, WI",44992,48773,51761,10868,7413,34,23.19
12045,FL,"Gulf, FL",43025,45709,49250,3514,2761,29.52,23.19
40031,OK,"Comanche, OK",42511,45353,47650,26875,17981,34.65,23.18
31113,NE,"Logan, NE",52031,57256,60186,268,133,46.69,23.17
48007,TX,"Aransas, TX",55184,56433,59878,6204,4126,34.83,23.17
40073,OK,"Kingfisher, OK",59692,61709,67299,2610,2365,25.56,23.16
36097,NY,"Schuyler, NY",42715,46769,49811,4396,3062,33.26,23.16
30035,MT,"Glacier, MT",37046,41271,41159,2383,1899,29.06,23.16
31009,NE,"Blaine, NE",58725,66390,62594,116,87,30.85,23.14
31069,NE,"Garden, NE",47020,51193,57475,568,336,39.12,23.14
17181,IL,"Union, IL",41799,46260,49595,3778,2805,31.17,23.14
27009,MN,"Benton, MN",45691,49675,53214,10425,6221,38.76,23.13
48485,TX,"Wichita, TX",45009,47089,50210,27560,19595,32.53,23.13
02164,AK,"Lake and Peninsula Borough, AK",59313,60602,67539,211,166,29.39,23.12
30109,MT,"Wibaux, MT",41574,45705,48904,236,172,31.72,23.12
54033,WV,"Harrison, WV",51627,53339,57205,12432,11136,25.78,23.1
19189,IA,"Winnebago, IA",41580,44867,50769,2579,1635,36.43,23.1
51117,VA,"Mecklenburg, VA",37981,41430,46019,6771,5283,29.61,23.1
18089,IN,"Lake, IN",45470,48523,53181,100571,76066,30.53,23.09
31157,NE,"Scotts Bluff, NE",45546,49089,51337,8744,5554,36.33,23.08
30019,MT,"Daniels, MT",48764,59209,57661,483,301,37.01,23.07
46085,SD,"Lyman, SD",42109,47700,57365,746,555,31.01,23.07
54049,WV,"Marion, WV",43460,45569,48343,10316,8925,26.67,23.07
49045,UT,"Tooele, UT",39109,42321,46131,15055,9373,37.06,23.07
31039,NE,"Cuming, NE",64751,72236,71979,1783,1400,29.37,23.06
37109,NC,"Lincoln, NC",48419,51675,55368,21310,14036,35,23.06
37035,NC,"Catawba, NC",46269,49400,53333,36522,25387,33.17,23.06
36013,NY,"Chautauqua, NY",41237,44998,47642,28420,20617,31.79,23.06
13047,GA,"Catoosa, GA",36389,39530,42448,15539,10751,33.31,23.05
31075,NE,"Grant, NE",50847,56159,59952,148,106,32.17,23.04
18129,IN,"Posey, IN",51402,55295,59105,5936,4143,32.97,23.01
26015,MI,"Barry, MI",46199,49975,52951,14157,9858,33.04,23.01
19029,IA,"Cass, IA",47870,50517,55056,3122,2142,33.52,23
17201,IL,"Winnebago, IL",43550,47062,50510,65881,44510,34.02,22.99
21017,KY,"Bourbon, KY",49887,51145,55087,3557,3177,25.73,22.98
42031,PA,"Clarion, PA",43226,47111,49611,5723,6091,21.59,22.98
48473,TX,"Waller, TX",45670,47291,49404,9168,6847,30.77,22.98
31063,NE,"Frontier, NE",39203,47254,55020,799,416,44.09,22.96
48015,TX,"Austin, TX",53854,55151,58284,6361,4681,31.19,22.95
28149,MS,"Warren, MS",41184,44905,48214,10752,7165,34.45,22.95
46067,SD,"Hutchinson, SD",56256,58623,65945,1683,1148,33.6,22.92
26107,MI,"Mecosta, MI",37154,41440,44177,8809,6302,32.04,22.92
48493,TX,"Wilson, TX",50561,52093,55762,10638,7782,31.32,22.91
08101,CO,"Pueblo, CO",39857,43513,46927,43486,26386,37.76,22.91
36003,NY,"Allegany, NY",36813,40558,42569,10006,6844,33.46,22.89
27079,MN,"Le Sueur, MN",50203,54455,58146,7147,4493,36.38,22.87
55123,WI,"Vernon, WI",42487,45812,49116,6284,4736,30.35,22.87
32510,NV,"Carson City, NV",50973,55239,60445,15378,9103,38.61,22.86
47001,TN,"Anderson, TN",44090,47198,50901,17231,12495,31.47,22.82
54003,WV,"Berkeley, WV",44030,46686,49759,24469,18542,30.1,22.81
20101,KS,"Lane, KS",63880,69724,75517,422,244,39.44,22.8
20061,KS,"Geary, KS",46393,48695,52135,8689,4099,48.3,22.79
05051,AR,"Garland, AR",41510,44472,46897,25444,16392,35.38,22.79
38019,ND,"Cavalier, ND",63525,90480,88700,1184,615,43.82,22.76
27063,MN,"Jackson, MN",52652,60415,63311,2540,1611,35.85,22.74
21105,KY,"Hickman, KY",41845,42155,54685,770,722,24.25,22.74
20035,KS,"Cowley, KS",39547,42623,44888,9021,5264,38.96,22.74
51067,VA,"Franklin, VA",44047,47241,50264,12825,9302,31.34,22.73
23001,ME,"Androscoggin, ME",42075,46144,49766,24819,17097,32.98,22.72
46039,SD,"Deuel, SD",50684,60006,62580,1033,683,34.35,22.71
19035,IA,"Cherokee, IA",55059,56063,61661,2742,1860,33.47,22.71
42085,PA,"Mercer, PA",42598,46310,49311,19858,17805,25.33,22.71
40069,OK,"Johnston, OK",37159,40616,43246,2133,1687,28.72,22.71
29005,MO,"Atchison, MO",44786,49644,54179,1036,872,26.97,22.7
21005,KY,"Anderson, KY",39315,42309,45331,4947,3526,31.85,22.7
46069,SD,"Hyde, SD",48738,63924,70095,381,246,35.15,22.69
29097,MO,"Jasper, MO",39842,41265,43859,23521,18021,29.61,22.69
13227,GA,"Pickens, GA",49335,51623,55398,7391,5306,31.58,22.67
17187,IL,"Warren, IL",40380,46032,52506,3553,2518,31.99,22.67
13291,GA,"Union, GA",40040,42125,44163,5704,4258,30.34,22.65
05043,AR,"Drew, AR",38788,42476,45391,3154,2634,27.11,22.64
40013,OK,"Bryan, OK",37796,40318,43871,9667,7165,30.54,22.64
27015,MN,"Brown, MN",52840,57177,60615,5939,3895,34.5,22.62
39109,OH,"Miami, OH",48319,51963,54947,23365,16693,31.67,22.62
26033,MI,"Chippewa, MI",35733,40410,42943,9500,5913,36.34,22.62
55129,WI,"Washburn, WI",47441,50819,53835,4417,2693,37.08,22.61
55095,WI,"Polk, WI",47004,49919,52885,11185,7131,35.47,22.61
48443,TX,"Terrell, TX",47492,56833,63481,313,176,40.18,22.59
42001,PA,"Adams, PA",49380,52801,55752,19606,16343,27.11,22.59
27017,MN,"Carlton, MN",43646,46796,49797,9988,5666,39.82,22.59
39083,OH,"Knox, OH",45128,48648,52034,12287,9172,30.25,22.58
38075,ND,"Renville, ND",69861,79383,78282,601,365,37.17,22.57
27099,MN,"Mower, MN",46076,50565,55320,8851,6049,33.01,22.56
29195,MO,"Saline, MO",37351,41697,44067,3779,3364,25.33,22.55
39169,OH,"Wayne, OH",46253,49525,52817,19271,17247,25.19,22.54
31051,NE,"Dixon, NE",44757,50265,54144,1213,860,31.76,22.52
19087,IA,"Henry, IA",42438,45033,49117,4591,3060,33.78,22.52
26075,MI,"Jackson, MI",39775,44152,47503,39868,24870,36.11,22.52
28059,MS,"Jackson, MS",38894,42163,44945,36007,22025,36.81,22.52
13297,GA,"Walton, GA",43227,45718,49062,18617,14069,29.78,22.5
40003,OK,"Alfalfa, OK",38514,40128,43695,1257,965,29.31,22.5
13039,GA,"Camden, GA",37169,39729,42945,12913,7780,37.34,22.5
47047,TN,"Fayette, TN",58804,62949,68153,9585,6764,31.87,22.49
27045,MN,"Fillmore, MN",43899,49006,51972,5316,3256,36.73,22.49
13245,GA,"Richmond, GA",38085,41051,43429,41439,29903,31.17,22.49
48071,TX,"Chambers, TX",57391,58687,60591,10981,6065,40.7,22.48
36045,NY,"Jefferson, NY",45905,50368,53130,24088,15932,33.98,22.47
12111,FL,"St. Lucie, FL",43308,45760,50038,76336,52597,32.61,22.47
18151,IN,"Steuben, IN",45775,48787,52244,7096,5381,29.62,22.46
48059,TX,"Callahan, TX",45861,48266,50963,3127,2239,31.35,22.44
46051,SD,"Grant, SD",51119,58307,63935,1535,1113,30.94,22.43
08109,CO,"Saguache, CO",37140,38688,43959,1572,1103,31.97,22.43
31059,NE,"Fillmore, NE",57200,62796,68697,1545,915,37.85,22.42
48019,TX,"Bandera, TX",53618,55731,58706,6182,3915,35.4,22.42
18183,IN,"Whitley, IN",47331,50179,53969,7682,5290,32.56,22.42
46007,SD,"Bennett, SD",36061,42172,46894,622,418,33.33,22.4
46059,SD,"Hand, SD",53790,66367,75506,839,480,39.13,22.39
19175,IA,"Union, IA",41442,43838,48291,2984,1893,35.3,22.39
24043,MD,"Washington, MD",46141,49510,52897,31459,23637,29.78,22.38
31181,NE,"Webster, NE",51108,54802,57191,991,554,40.01,22.37
49027,UT,"Millard, UT",38283,40959,44281,2763,1772,34.89,22.37
20195,KS,"Trego, KS",48789,56758,61938,906,473,42.84,22.36
29053,MO,"Cooper, MO",39949,44416,47383,3590,2683,29.91,22.35
48149,TX,"Fayette, TX",59756,61840,65339,5039,4125,27.29,22.34
06109,CA,"Tuolumne, CA",46104,49622,52306,17793,9252,42.96,22.34
56023,WY,"Lincoln, WY",49329,54847,61945,4951,2921,37.85,22.33
27121,MN,"Pope, MN",50080,55881,60173,3309,1822,40.56,22.33
31021,NE,"Burt, NE",47652,52212,56557,1557,1036,33.56,22.33
38027,ND,"Eddy, ND",57092,69336,72571,608,363,37.39,22.32
48087,TX,"Collingsworth, TX",44388,47999,54140,596,426,31.22,22.32
42073,PA,"Lawrence, PA",44147,48385,51611,15820,13831,25.53,22.32
48447,TX,"Throckmorton, TX",43729,44690,69390,291,238,27.27,22.31
48009,TX,"Archer, TX",54894,57669,60101,1959,1381,31.64,22.3
30101,MT,"Toole, MT",49222,54000,49135,1021,783,29.07,22.29
26101,MI,"Manistee, MI",40528,44375,46489,6430,4134,34.66,22.29
17067,IL,"Hancock, IL",44091,50006,55095,4506,2870,34.98,22.28
19149,IA,"Plymouth, IA",55352,56761,63214,6241,3781,36.76,22.27
42013,PA,"Blair, PA",47034,51007,54470,22191,19646,25.15,22.27
27025,MN,"Chisago, MN",51197,54113,57574,15583,8656,40.05,22.25
29029,MO,"Camden, MO",42487,46149,53779,11038,7762,31.64,22.25
40065,OK,"Jackson, OK",42542,45539,49372,5510,3557,34.46,22.25
38103,ND,"Wells, ND",58274,76369,82108,1019,645,35.14,22.24
42055,PA,"Franklin, PA",48017,51665,55139,25057,24130,23.09,22.23
38077,ND,"Richland, ND",50104,53248,59919,4634,2335,44.1,22.22
31029,NE,"Chase, NE",60268,68404,69366,1066,583,40.59,22.2
40053,OK,"Grant, OK",49106,54509,60177,971,661,32.59,22.19
48081,TX,"Coke, TX",43459,46405,48804,687,550,27.71,22.19
16071,ID,"Oneida, ID",38402,42200,44887,1017,630,35.82,22.19
13095,GA,"Dougherty, GA",36587,40942,44575,18800,12654,32.92,22.16
19131,IA,"Mitchell, IA",63627,58720,63605,2393,1606,32.99,22.14
06089,CA,"Shasta, CA",46113,51514,54972,55117,28097,43.41,22.13
01069,AL,"Houston, AL",44250,47648,50976,24208,16123,33.22,22.13
36025,NY,"Delaware, NY",42770,46157,48644,9234,7261,28.13,22.12
55017,WI,"Chippewa, WI",46990,50185,53415,16914,10066,37.15,22.11
31123,NE,"Morrill, NE",57763,63827,65524,1081,718,33.27,22.1
16025,ID,"Camas, ID",54184,59629,62248,218,175,27.53,22.1
06093,CA,"Siskiyou, CA",43951,49420,52368,13374,7028,42.06,22.1
19019,IA,"Buchanan, IA",49864,52527,57200,4984,3101,35.5,22.09
13111,GA,"Fannin, GA",40680,43024,46163,6341,4415,31.72,22.09
37121,NC,"Mitchell, NC",37938,40735,43973,3783,2464,33.91,22.09
37085,NC,"Harnett, NC",36681,39500,43484,32498,19342,37.11,22.09
46037,SD,"Day, SD",46021,62749,65558,1279,877,32.2,22.08
19081,IA,"Hancock, IA",51271,52914,61201,2615,1689,34.17,22.07
26145,MI,"Saginaw, MI",42114,46419,49274,46807,29135,35.46,22.07
13045,GA,"Carroll, GA",40663,44014,47002,22265,16624,29.57,22.07
35051,NM,"Sierra, NM",39373,45403,49778,3215,1930,36.75,22.06
21093,KY,"Hardin, KY",44708,48193,51525,28935,16031,39.8,22.05
27161,MN,"Waseca, MN",41646,47174,50409,4540,2850,35.13,22.05
37071,NC,"Gaston, NC",41535,44739,48508,51031,33981,33.12,22.05
49033,UT,"Rich, UT",39231,41668,43280,638,310,45.38,22.05
35047,NM,"San Miguel, NM",36646,41194,44889,7119,4346,36.1,22.04
06019,CA,"Fresno, CA",42987,48312,51422,199363,134611,32.63,22.03
26105,MI,"Mason, MI",41900,46365,48733,7222,4675,34.03,22.03
13225,GA,"Peach, GA",38358,41231,43641,5513,3950,30.72,22.01
35053,NM,"Socorro, NM",35357,38874,42389,2488,2388,22.93,22.01
39005,OH,"Ashland, OH",39376,42813,45594,9097,7846,25.49,21.99
19183,IA,"Washington, IA",60809,59627,65299,4495,3297,29.95,21.97
36011,NY,"Cayuga, NY",44668,48654,51431,18453,12220,33.18,21.97
42021,PA,"Cambria, PA",43120,46609,49472,24296,20758,25.72,21.97
54107,WV,"Wood, WV",46670,48212,52329,21146,13232,35.1,21.96
29049,MO,"Clinton, MO",42840,46082,48730,3893,3115,27.45,21.96
08009,CO,"Baca, CO",39990,46142,52905,896,577,34.08,21.95
30061,MT,"Mineral, MT",40374,44492,45966,1126,726,34.04,21.95
55071,WI,"Manitowoc, WI",47097,50242,53085,19752,12475,34.74,21.94
20165,KS,"Rush, KS",51318,59414,62819,847,463,40.07,21.9
02170,AK,"Matanuska-Susitna Borough, AK",50459,52335,54207,26351,15297,37.73,21.9
19155,IA,"Pottawattamie, IA",45147,47935,51370,22037,13915,34.69,21.9
48037,TX,"Bowie, TX",41563,44597,47792,21451,13915,33.74,21.89
36037,NY,"Genesee, NY",44444,48351,50662,13512,9049,32.67,21.88
48063,TX,"Camp, TX",39703,42896,46705,2741,1848,32.45,21.88
29021,MO,"Buchanan, MO",40780,43594,46362,17726,13077,29.66,21.88
35041,NM,"Roosevelt, NM",39990,43456,45456,2969,2378,27.31,21.87
37039,NC,"Cherokee, NC",34649,37421,40485,7372,4805,33.54,21.86
20135,KS,"Ness, KS",54381,60791,66087,776,437,38.8,21.85
46119,SD,"Sully, SD",75293,100044,106241,373,214,38.06,21.84
46057,SD,"Hamlin, SD",44375,52353,57440,1106,806,29.96,21.84
17023,IL,"Clark, IL",42370,45708,51307,3526,2385,32.3,21.84
51033,VA,"Caroline, VA",43232,46568,49650,5629,4510,27.26,21.84
19139,IA,"Muscatine, IA",48011,50326,53861,9180,6195,32.35,21.83
40103,OK,"Noble, OK",45429,47928,51172,2361,1677,30.73,21.83
26031,MI,"Cheboygan, MI",40691,45719,48078,6373,4271,32.57,21.83
19141,IA,"O'Brien, IA",53495,55875,61882,3182,2071,33.48,21.79
20181,KS,"Sherman, KS",41364,48809,52785,1642,891,40.14,21.78
55051,WI,"Iron, WI",47623,50558,52673,1876,996,41.02,21.78
48097,TX,"Cooke, TX",53372,55863,59800,9564,5982,34.8,21.77
20159,KS,"Rice, KS",43831,46852,47894,2477,1348,40,21.77
17141,IL,"Ogle, IL",45804,48779,53050,12294,7724,34.64,21.76
41021,OR,"Gilliam, OR",55635,64369,63645,561,316,38.61,21.75
30037,MT,"Golden Valley, MT",49935,53351,53046,217,139,33.96,21.75
30051,MT,"Liberty, MT",55944,60873,57219,549,384,31.09,21.74
17005,IL,"Bond, IL",37518,40863,44653,4150,2574,35.05,21.74
01031,AL,"Coffee, AL",43164,45466,49196,13094,7808,36.44,21.73
08029,CO,"Delta, CO",38727,43409,46042,7126,4913,31.52,21.73
31093,NE,"Howard, NE",46850,52024,55957,1574,972,35.17,21.72
38047,ND,"Logan, ND",50471,60170,68365,448,282,34.49,21.71
27091,MN,"Martin, MN",51498,55701,61216,5106,3050,36.32,21.7
30097,MT,"Sweet Grass, MT",51626,55732,57852,1029,572,39.04,21.7
17027,IL,"Clinton, IL",49198,52677,56536,9696,5809,36.22,21.7
37041,NC,"Chowan, NC",43086,46206,50460,3144,2307,29.56,21.69
51063,VA,"Floyd, VA",40313,43470,47376,3624,2539,30.96,21.69
34033,NJ,"Salem, NJ",48860,52936,57547,12941,9552,29.38,21.68
48355,TX,"Nueces, TX",47242,49149,52852,77899,51370,32.88,21.68
51045,VA,"Craig, VA",40988,43959,47457,1255,834,32.61,21.67
20153,KS,"Rawlins, KS",56351,69786,80389,826,404,44.29,21.66
38013,ND,"Burke, ND",73848,75228,72515,675,331,44.15,21.65
31111,NE,"Lincoln, NE",49617,53436,58484,10405,5264,42.78,21.64
17053,IL,"Ford, IL",50124,56396,62180,3105,1997,33.64,21.63
20099,KS,"Labette, KS",42606,46796,49538,5144,2963,37.55,21.63
29145,MO,"Newton, MO",39711,42442,45190,12385,8569,31.25,21.62
49031,UT,"Piute, UT",46797,48017,49233,539,287,40.59,21.61
48119,TX,"Delta, TX",41006,44449,47471,1151,779,31.93,21.61
31163,NE,"Sherman, NE",44880,51164,60225,859,477,38.82,21.55
46129,SD,"Walworth, SD",46362,54683,58681,1023,819,26.9,21.54
48021,TX,"Bastrop, TX",37749,39956,44230,17690,12289,31,21.54
37137,NC,"Pamlico, NC",46364,49603,53355,3736,2152,37.38,21.53
19083,IA,"Hardin, IA",48055,49955,56678,4361,2590,36.24,21.52
38067,ND,"Pembina, ND",58341,71085,75974,1896,1087,37.52,21.51
27151,MN,"Swift, MN",46446,53559,58433,2440,1408,37.27,21.51
26049,MI,"Genesee, MI",42141,46371,49399,105106,60164,37.53,21.48
08081,CO,"Moffat, CO",41744,45652,49227,2664,1895,30.18,21.47
46019,SD,"Butte, SD",40729,44148,45885,2012,1510,28.6,21.47
26025,MI,"Calhoun, MI",40497,44796,47789,30628,19586,33.55,21.46
51011,VA,"Appomattox, VA",39235,41944,44943,3319,2420,29.44,21.46
38061,ND,"Mountrail, ND",68215,68259,72419,2316,1410,35.24,21.45
46053,SD,"Gregory, SD",46928,53369,57305,1009,632,34.25,21.45
41031,OR,"Jefferson, OR",36078,39948,43145,6058,3555,36.53,21.44
13123,GA,"Gilmer, GA",37263,38886,42351,6309,4921,27.47,21.43
21215,KY,"Spencer, KY",47187,50240,53915,4537,2832,34.32,21.42
35007,NM,"Colfax, NM",40240,44671,47563,3257,1954,35.71,21.42
27107,MN,"Norman, MN",37092,49702,56502,1617,958,36.13,21.41
40051,OK,"Grady, OK",42770,44915,47840,10552,8053,28.04,21.4
41057,OR,"Tillamook, OR",45064,48609,51643,8102,4296,40.33,21.38
13007,GA,"Baker, GA",41675,45195,51216,605,490,26.4,21.38
45053,SC,"Jasper, SC",35901,39314,41531,5850,4483,27.9,21.38
13115,GA,"Floyd, GA",39008,41411,44803,18901,13963,28.93,21.37
06071,CA,"San Bernardino, CA",41253,45499,49493,450717,292237,32.94,21.36
21161,KY,"Mason, KY",40268,44145,47927,3748,2531,31.63,21.36
27077,MN,"Lake of the Woods, MN",54841,56693,61309,1098,598,39.2,21.35
36099,NY,"Seneca, NY",40586,44704,47269,7218,5267,29.25,21.34
55081,WI,"Monroe, WI",42543,46451,49000,10565,6661,33.83,21.33
51009,VA,"Amherst, VA",38200,41218,44051,6260,4882,27.34,21.33
55037,WI,"Florence, WI",59645,58794,64600,1220,736,35.34,21.32
29073,MO,"Gasconade, MO",40633,43585,45866,2993,2274,28.07,21.32
20009,KS,"Barton, KS",49043,51237,53532,6534,3800,36.65,21.31
46073,SD,"Jerauld, SD",42449,54371,62655,422,322,27.91,21.3
48223,TX,"Hopkins, TX",43351,46014,50272,7215,5254,29.24,21.3
01103,AL,"Morgan, AL",40831,44204,47479,25665,17614,31.04,21.3
48051,TX,"Burleson, TX",50401,52934,57482,3290,2700,25.94,21.28
29071,MO,"Franklin, MO",46380,49094,51952,25501,15309,35.43,21.27
19123,IA,"Mahaska, IA",43318,45828,49933,4424,3166,29.71,21.26
02240,AK,"Southeast Fairbanks Census Area, AK",51956,54513,58988,1598,979,34.65,21.23
05015,AR,"Carroll, AR",32829,34896,40689,5786,4216,29.14,21.23
41035,OR,"Klamath, OR",40236,44133,48050,16563,10083,34.86,21.22
56037,WY,"Sweetwater, WY",56619,55188,56934,11034,5989,39.08,21.21
05139,AR,"Union, AR",45295,47422,50787,8097,5628,30.51,21.21
53019,WA,"Ferry, WA",38465,44164,46847,2018,1273,33.62,21.21
42075,PA,"Lebanon, PA",48912,52399,55803,21552,20460,22.34,21.2
17065,IL,"Hamilton, IL",43440,48156,53814,2032,1235,34.88,21.2
31079,NE,"Hall, NE",43633,47179,51566,13428,8361,34.04,21.19
29213,MO,"Taney, MO",37777,40130,42600,13415,8205,34.65,21.19
37127,NC,"Nash, NC",44063,46885,50714,20428,13842,31.25,21.18
47031,TN,"Coffee, TN",41181,43805,46299,10504,8093,27.48,21.17
48183,TX,"Gregg, TX",47616,49827,52958,28443,16972,35.47,21.16
37069,NC,"Franklin, NC",38629,41482,44996,16913,10046,35.62,21.16
20183,KS,"Smith, KS",46726,56231,58450,970,566,36.23,21.14
30011,MT,"Carter, MT",35331,41071,39354,400,207,40.86,21.14
20119,KS,"Meade, KS",59202,67486,74713,1007,560,38,21.13
08061,CO,"Kiowa, CO",52817,53903,75006,416,193,45.51,21.12
36043,NY,"Herkimer, NY",44074,48208,51946,14328,9238,32.76,21.12
18067,IN,"Howard, IN",41863,44266,47031,18449,12073,32.26,21.11
48205,TX,"Hartley, TX",74916,76075,75790,1038,871,25.15,21.1
29099,MO,"Jefferson, MO",44193,46665,49392,57395,32881,36.83,21.1
38055,ND,"McLean, ND",59239,64151,76889,2593,1461,37.44,21.09
48333,TX,"Mills, TX",43994,49340,51712,1022,764,28.22,21.09
19165,IA,"Shelby, IA",51643,54408,61414,2932,1736,35.6,21.08
28075,MS,"Lauderdale, MS",40424,44001,46219,18869,10773,36.92,21.08
53051,WA,"Pend Oreille, WA",44448,48116,51623,3744,2122,37.18,21.07
19187,IA,"Webster, IA",45717,47734,51331,8909,5173,36.29,21.07
42109,PA,"Snyder, PA",43481,47418,50846,5690,5710,21,21.07
55013,WI,"Burnett, WI",43464,46226,49108,4147,2492,35.05,21.07
13137,GA,"Habersham, GA",35211,36989,39304,7531,6406,24.77,21.07
26091,MI,"Lenawee, MI",40377,44112,46929,22455,14423,32.79,21.06
26115,MI,"Monroe, MI",47726,50472,53509,38475,22341,36.25,21.05
45055,SC,"Kershaw, SC",44272,46901,50635,14491,9700,31.45,21.05
19031,IA,"Cedar, IA",54246,56933,63197,4570,2751,34.96,21.04
20141,KS,"Osborne, KS",47061,51497,55815,1018,533,40.17,21.03
08121,CO,"Washington, CO",39264,41064,48270,1337,712,39.45,21.01
20201,KS,"Washington, KS",45422,52942,54905,1176,811,30.46,21
18069,IN,"Huntington, IN",42151,45486,49571,7305,5254,29.2,21
48023,TX,"Baylor, TX",48504,54941,58779,722,530,28.57,20.97
20011,KS,"Bourbon, KS",41958,45653,47885,3605,2023,37.37,20.97
45065,SC,"McCormick, SC",39739,42206,44391,2230,1648,28.38,20.97
31027,NE,"Cedar, NE",51013,58553,66572,2150,1195,37.72,20.96
17171,IL,"Scott, IL",40420,46038,52741,926,749,25.92,20.96
17159,IL,"Richland, IL",41322,45501,49491,4498,2299,41.01,20.96
17189,IL,"Washington, IL",48833,53581,58419,3925,2118,38.82,20.95
55135,WI,"Waupaca, WI",46452,49358,52622,10980,7771,29.61,20.95
38057,ND,"Mercer, ND",58481,60817,65113,2576,1247,43.24,20.93
04023,AZ,"Santa Cruz, AZ",38555,43734,46828,8733,6209,29.43,20.93
55047,WI,"Green Lake, WI",44772,47046,49311,4068,2781,30.6,20.92
30033,MT,"Garfield, MT",35023,41816,37365,248,150,34.59,20.92
04021,AZ,"Pinal, AZ",37402,40979,43793,111589,65075,35.83,20.9
49041,UT,"Sevier, UT",36186,39370,41983,5242,2815,38.92,20.9
31169,NE,"Thayer, NE",52792,59847,63828,1349,741,37.99,20.87
40043,OK,"Dewey, OK",53322,51015,53807,1001,666,31.36,20.86
13217,GA,"Newton, GA",35126,38449,42056,23832,14675,33.88,20.86
17177,IL,"Stephenson, IL",43040,46579,50815,11887,6619,37.44,20.85
26159,MI,"Van Buren, MI",41782,45781,48770,17966,10828,34.59,20.84
45085,SC,"Sumter, SC",40042,42961,47046,24380,14634,34.71,20.84
13169,GA,"Jones, GA",39009,41573,44704,6389,4121,32.29,20.83
19127,IA,"Marshall, IA",43213,47059,50776,8017,5478,30.45,20.81
46105,SD,"Perkins, SD",40031,46484,50692,726,435,34.74,20.81
19021,IA,"Buena Vista, IA",42807,45550,49006,3361,2593,26.96,20.8
47051,TN,"Franklin, TN",40494,43348,45975,7272,5998,25.2,20.79
20005,KS,"Atchison, KS",38631,42396,44710,3035,2115,29.84,20.79
51187,VA,"Warren, VA",47404,50644,54290,8578,5772,30.89,20.78
41023,OR,"Grant, OR",42841,47602,50870,1860,1158,33.37,20.78
18107,IN,"Montgomery, IN",40969,44618,48866,7631,5449,29.1,20.78
21157,KY,"Marshall, KY",42695,46261,48292,7781,4745,34.08,20.78
